Start Time, 2021-04-18 - 12:48:32
Sample Rate,10
Operation Mode,Constant Depth
Target Depth [m],0.0
Target Height [m],0.0
Roll Kp,1.0
Roll Ki,0.0
Roll Kd,0.0
Height Kp,1.0
Height Ki,0.0
Height Kd,0.0
Depth Kp,1.0
Depth Ki,0.0
Depth Kd,0.0
Adaptive Depth Kp,1.0
Adaptive Depth Ki,0.0
Adaptive Depth Kd,0.0
Camera Mode,0
Photo Frequency [ms],0
 
 #######DATA######## 

Elapsed Time [s],Height [m],Height Error [m],Depth [m],Depth Error [m],Pressure [kPa],Temperature [C],Yaw [deg],Pitch [deg], Roll [deg], Battery Voltage [V],Battery Current [A]
0.02350243299997601,Calibration Complete
11.934096834000002,1.14,-1.14,0.45,-0.45,10572.00,23.31,305.19,-3.63,5.69,3.51,36.41
11.945773388999896,
11.957132184999864,
11.968869885999993,
12.044748925000022,1.14,-1.14,0.45,-0.45,10566.00,23.31,304.94,-3.50,5.69,3.54,36.41
12.055803296000022,
12.067139695999913,
12.078223963000028,
12.151988845999995,1.14,-1.14,0.45,-0.45,10567.00,23.31,304.56,-3.56,5.25,3.54,36.41
12.163039778999973,
12.174035817000004,
12.185255967999865,
12.262543542000003,1.14,-1.14,0.45,-0.45,10571.00,23.31,304.19,-3.56,4.56,3.54,36.41
12.273894316999986,
12.286632740999949,
12.298830386999953,
12.368420344000015,1.14,-1.14,0.45,-0.45,10572.00,23.31,304.00,-3.63,3.94,3.54,36.41
12.379306278000058,
12.390305336999972,
12.401256114000034,
12.478956290000042,1.14,-1.14,0.45,-0.45,10566.00,23.31,303.50,-3.69,3.63,3.54,36.54
12.48970587100007,
12.500905916999955,
12.512235912000051,
12.58752755799992,1.14,-1.14,0.45,-0.45,10568.00,23.31,303.50,-3.69,3.94,3.47,36.41
12.60495028199989,
12.616199182999935,
12.696936477999998,1.14,-1.14,0.45,-0.45,10570.00,23.32,303.44,-3.75,3.81,3.47,36.41
12.707899079000072,
12.719312769999988,
12.731253021999919,
12.802361355999892,1.14,-1.14,0.45,-0.45,10566.00,23.31,303.44,-3.75,3.75,3.54,36.54
12.813272134000044,
12.824859366000055,
12.835825247999992,
12.912790948000065,1.14,-1.14,0.45,-0.45,10569.00,23.32,303.44,-3.75,3.75,3.47,36.41
12.923600267999973,
12.934904324999934,
12.946196246,
13.023552204999987,1.14,-1.14,0.45,-0.45,10569.00,23.31,303.25,-3.69,3.88,3.47,36.54
13.035024594999868,
13.046362973999976,
13.057574687999931,
13.130399367999871,1.14,-1.14,0.45,-0.45,10567.00,23.31,302.94,-3.69,3.81,3.54,36.54
13.141205926999874,
13.152304307999884,
13.163218001999894,
13.241059167000003,1.14,-1.14,0.45,-0.45,10568.00,23.31,302.81,-3.69,3.88,3.44,36.41
13.252509472999918,
13.26392212299993,
13.274874723000039,
